executable,n,real_time_seconds,cpu_time_seconds
icc_maximum_aligned,4154,3.760834,3.760480
icc_maximum_aligned,4037,3.429629,3.429354
icc_maximum_aligned,4155,3.759657,3.759356
icc_maximum_aligned,4036,3.429426,3.429146
icc_maximum_aligned,4156,3.761105,3.760828
icc_maximum_aligned,4035,3.430351,3.430052
icc_maximum_aligned,4157,3.767100,3.766756
icc_maximum_aligned,4034,3.428306,3.427945
icc_maximum_aligned,4158,3.763489,3.763105
icc_maximum_aligned,4033,3.425468,3.424177
icc_maximum_aligned,4159,3.762970,3.762507
icc_maximum_aligned,4032,3.422193,3.420509
icc_maximum_aligned,4160,3.767876,3.767423
icc_maximum_aligned,4031,3.426196,3.425861
icc_maximum_aligned,4161,3.782584,3.782176
icc_maximum_aligned,4030,3.421651,3.421393
icc_maximum_aligned,4162,3.778626,3.778312
icc_maximum_aligned,4029,3.420656,3.420403
icc_maximum_aligned,4163,3.782345,3.781977
icc_maximum_aligned,4028,3.423906,3.423614
icc_maximum_aligned,4164,3.777254,3.776910
icc_maximum_aligned,4027,3.422001,3.421714
icc_maximum_aligned,4165,3.784732,3.783791
icc_maximum_aligned,4026,4.141717,4.141337
icc_maximum_aligned,4166,4.565839,4.563271
icc_maximum_aligned,4025,3.421250,3.420962
icc_maximum_aligned,4167,4.574750,4.574219
icc_maximum_aligned,4024,3.393413,3.393012
icc_maximum_aligned,4168,3.773375,3.772978
icc_maximum_aligned,4023,3.396535,3.396162
icc_maximum_aligned,4169,3.793679,3.793200
icc_maximum_aligned,4022,3.427364,3.425195
icc_maximum_aligned,4170,4.587533,4.587076
icc_maximum_aligned,4021,3.396575,3.396254
icc_maximum_aligned,4171,3.800867,3.800281
icc_maximum_aligned,4020,3.404188,3.403679
icc_maximum_aligned,4172,3.798215,3.797768
icc_maximum_aligned,4019,3.397238,3.396800
icc_maximum_aligned,4173,3.794615,3.794205
icc_maximum_aligned,4018,3.398276,3.397984
icc_maximum_aligned,4174,4.581892,4.581409
icc_maximum_aligned,4017,3.393692,3.393338
icc_maximum_aligned,4175,3.794556,3.794203
icc_maximum_aligned,4016,4.186456,4.186087
icc_maximum_aligned,4176,4.702137,4.701656
icc_maximum_aligned,4015,3.382222,3.381857
icc_maximum_aligned,4177,3.826180,3.825749
icc_maximum_aligned,4014,3.381561,3.381204
icc_maximum_aligned,4178,3.827583,3.826813
icc_maximum_aligned,4013,3.378976,3.378691
icc_maximum_aligned,4179,4.567083,4.566635
icc_maximum_aligned,4012,3.382034,3.381741
icc_maximum_aligned,4180,3.867787,3.867167
icc_maximum_aligned,4011,4.085528,4.085153
icc_maximum_aligned,4181,3.827993,3.827516
icc_maximum_aligned,4010,3.377895,3.377555
icc_maximum_aligned,4182,3.828142,3.827676
icc_maximum_aligned,4009,3.380514,3.380219
icc_maximum_aligned,4183,3.830568,3.830122
icc_maximum_aligned,4008,3.366560,3.366320
icc_maximum_aligned,4184,3.830436,3.830059
icc_maximum_aligned,4007,3.365801,3.365420
icc_maximum_aligned,4185,3.867871,3.867576
icc_maximum_aligned,4006,3.371573,3.371244
icc_maximum_aligned,4186,3.865060,3.864703
icc_maximum_aligned,4005,3.374780,3.374197
icc_maximum_aligned,4187,3.866805,3.865858
icc_maximum_aligned,4004,3.369488,3.369197
icc_maximum_aligned,4188,3.863320,3.862908
icc_maximum_aligned,4003,3.366199,3.365889
icc_maximum_aligned,4189,4.664768,4.664273
icc_maximum_aligned,4002,3.370371,3.370112
icc_maximum_aligned,4190,3.867246,3.866893
icc_maximum_aligned,4001,3.367501,3.367197
icc_maximum_aligned,4191,3.873989,3.873085
icc_maximum_aligned,4000,3.349119,3.348828
icc_maximum_aligned,4192,3.867110,3.866731
icc_maximum_aligned,3999,7.827586,7.826307
icc_maximum_aligned,4193,3.863238,3.862878
icc_maximum_aligned,3998,3.353209,3.352963
icc_maximum_aligned,4194,3.865137,3.864836
icc_maximum_aligned,3997,3.351773,3.351538
icc_maximum_aligned,4195,3.860592,3.860276
icc_maximum_aligned,3996,3.348767,3.347954
icc_maximum_aligned,4196,3.861417,3.861157
icc_maximum_aligned,3995,3.351692,3.351324
icc_maximum_aligned,4197,3.866934,3.866632
icc_maximum_aligned,3994,3.350421,3.350180
icc_maximum_aligned,4198,3.866700,3.866374
icc_maximum_aligned,3993,3.353302,3.353025
icc_maximum_aligned,4199,4.774564,4.774116
icc_maximum_aligned,3992,3.319936,3.319259
icc_maximum_aligned,4200,3.865994,3.865688
icc_maximum_aligned,3991,4.004520,4.004165
icc_maximum_aligned,4201,3.883907,3.883512
icc_maximum_aligned,3990,3.310311,3.309996
icc_maximum_aligned,4202,3.884459,3.883772
icc_maximum_aligned,3989,3.312477,3.312234
icc_maximum_aligned,4203,3.887835,3.887547
icc_maximum_aligned,3988,3.311012,3.310698
icc_maximum_aligned,4204,3.887460,3.887126
icc_maximum_aligned,3987,3.312189,3.311874
icc_maximum_aligned,4205,3.884635,3.884261
icc_maximum_aligned,3986,3.310626,3.310297
icc_maximum_aligned,4206,4.701248,4.700786
icc_maximum_aligned,3985,4.010364,4.010025
icc_maximum_aligned,4207,4.511303,4.510942
icc_maximum_aligned,3984,3.299307,3.298681
icc_maximum_aligned,4208,3.888368,3.887954
icc_maximum_aligned,3983,4.192190,4.191888
icc_maximum_aligned,4209,3.919549,3.919232
icc_maximum_aligned,3982,3.297235,3.296951
icc_maximum_aligned,4210,3.920081,3.919761
icc_maximum_aligned,3981,3.298929,3.298257
icc_maximum_aligned,4211,3.926977,3.926689
icc_maximum_aligned,3980,3.302733,3.302503
icc_maximum_aligned,4212,3.920981,3.920297
icc_maximum_aligned,3979,3.806241,3.805790
icc_maximum_aligned,4213,3.921156,3.920820
icc_maximum_aligned,3978,3.300056,3.299750
icc_maximum_aligned,4214,3.927084,3.925864
icc_maximum_aligned,3977,3.301786,3.301569
icc_maximum_aligned,4215,3.921959,3.921583
icc_maximum_aligned,3976,3.286972,3.286732
icc_maximum_aligned,4216,3.919635,3.919338
icc_maximum_aligned,3975,3.289162,3.288925
icc_maximum_aligned,4217,3.933727,3.933434
icc_maximum_aligned,3974,3.283942,3.283367
icc_maximum_aligned,4218,3.934278,3.934046
icc_maximum_aligned,3973,3.286678,3.286414
icc_maximum_aligned,4219,4.590428,4.588709
icc_maximum_aligned,3972,3.284913,3.284649
icc_maximum_aligned,4220,3.930190,3.929832
icc_maximum_aligned,3971,3.285562,3.285318
icc_maximum_aligned,4221,3.933993,3.933512
icc_maximum_aligned,3970,3.279514,3.279087
icc_maximum_aligned,4222,3.935815,3.935386
icc_maximum_aligned,3969,3.284518,3.284011
icc_maximum_aligned,4223,3.946339,3.945773
icc_maximum_aligned,3968,3.270767,3.270289
icc_maximum_aligned,4224,4.905526,4.904764
icc_maximum_aligned,3967,3.269349,3.268979
icc_maximum_aligned,4225,3.961740,3.961339
icc_maximum_aligned,3966,3.262793,3.262480
icc_maximum_aligned,4226,3.959247,3.958766
icc_maximum_aligned,3965,3.269336,3.268930
icc_maximum_aligned,4227,3.957965,3.957395
icc_maximum_aligned,3964,3.271390,3.271007
icc_maximum_aligned,4228,3.955797,3.955331
icc_maximum_aligned,3963,3.263919,3.263574
icc_maximum_aligned,4229,3.963340,3.962618
icc_maximum_aligned,3962,3.269800,3.269303
icc_maximum_aligned,4230,4.889485,4.888854
icc_maximum_aligned,3961,3.272239,3.271723
icc_maximum_aligned,4231,4.570824,4.570094
icc_maximum_aligned,3960,3.238114,3.237741
icc_maximum_aligned,4232,3.963199,3.962600
icc_maximum_aligned,3959,3.239243,3.238921
icc_maximum_aligned,4233,3.970134,3.967881
icc_maximum_aligned,3958,3.243239,3.242747
icc_maximum_aligned,4234,3.980712,3.980340
icc_maximum_aligned,3957,3.244616,3.244370
icc_maximum_aligned,4235,3.978799,3.978396
icc_maximum_aligned,3956,3.917078,3.916778
icc_maximum_aligned,4236,3.973878,3.973469
icc_maximum_aligned,3955,3.916546,3.916214
icc_maximum_aligned,4237,3.969273,3.968804
icc_maximum_aligned,3954,3.238678,3.236985
icc_maximum_aligned,4238,3.979967,3.979108
icc_maximum_aligned,3953,3.240167,3.239760
icc_maximum_aligned,4239,3.969888,3.969483
icc_maximum_aligned,3952,3.547117,3.546685
icc_maximum_aligned,4240,3.973500,3.973104
icc_maximum_aligned,3951,3.208469,3.208197
icc_maximum_aligned,4241,4.520763,4.520177
icc_maximum_aligned,3950,3.209144,3.208788
icc_maximum_aligned,4242,4.062730,4.062207
icc_maximum_aligned,3949,3.212862,3.212180
icc_maximum_aligned,4243,4.061308,4.060541
icc_maximum_aligned,3948,3.210588,3.210322
icc_maximum_aligned,4244,4.065285,4.064010
icc_maximum_aligned,3947,3.848307,3.847946
icc_maximum_aligned,4245,4.054843,4.054402
icc_maximum_aligned,3946,3.211432,3.211059
icc_maximum_aligned,4246,4.057528,4.057018
icc_maximum_aligned,3945,3.878296,3.877988
icc_maximum_aligned,4247,4.058458,4.057969
icc_maximum_aligned,3944,3.534695,3.534137
icc_maximum_aligned,4248,4.057375,4.057051
icc_maximum_aligned,3943,3.202748,3.202375
icc_maximum_aligned,4249,4.037295,4.036985
icc_maximum_aligned,3942,3.196462,3.196165
icc_maximum_aligned,4250,4.043052,4.042717
icc_maximum_aligned,3941,3.195699,3.194079
icc_maximum_aligned,4251,4.834712,4.834285
icc_maximum_aligned,3940,3.197407,3.197131
icc_maximum_aligned,4252,4.041873,4.041442
icc_maximum_aligned,3939,3.199048,3.198746
icc_maximum_aligned,4253,4.033451,4.031063
icc_maximum_aligned,3938,3.197792,3.197471
icc_maximum_aligned,4254,4.045228,4.044840
icc_maximum_aligned,3937,3.199900,3.199270
icc_maximum_aligned,4255,4.043806,4.043350
icc_maximum_aligned,3936,3.823653,3.823145
icc_maximum_aligned,4256,4.043791,4.043400
icc_maximum_aligned,3935,3.217057,3.216692
icc_maximum_aligned,4257,4.867806,4.867110
icc_maximum_aligned,3934,3.218082,3.217768
icc_maximum_aligned,4258,4.899684,4.899387
icc_maximum_aligned,3933,3.222424,3.222193
icc_maximum_aligned,4259,4.062369,4.061993
icc_maximum_aligned,3932,3.668043,3.667361
icc_maximum_aligned,4260,4.793726,4.793159
icc_maximum_aligned,3931,3.219942,3.219664
icc_maximum_aligned,4261,5.361174,5.360663
icc_maximum_aligned,3930,3.219435,3.219050
icc_maximum_aligned,4262,4.057920,4.057403
icc_maximum_aligned,3929,3.424883,3.423824
icc_maximum_aligned,4263,4.055093,4.054717
icc_maximum_aligned,3928,3.145090,3.144858
icc_maximum_aligned,4264,4.056651,4.056254
icc_maximum_aligned,3927,3.146017,3.145682
icc_maximum_aligned,4265,5.110878,5.110131
icc_maximum_aligned,3926,3.152438,3.152087
icc_maximum_aligned,4266,4.936106,4.933933
icc_maximum_aligned,3925,3.420017,3.419017
icc_maximum_aligned,4267,4.667580,4.666190
icc_maximum_aligned,3924,3.892706,3.892095
icc_maximum_aligned,4268,4.124024,4.120856
icc_maximum_aligned,3923,3.151632,3.151312
icc_maximum_aligned,4269,4.125525,4.125103
icc_maximum_aligned,3922,3.143266,3.142930
icc_maximum_aligned,4270,4.134723,4.134090
icc_maximum_aligned,3921,3.145222,3.144872
icc_maximum_aligned,4271,4.987848,4.987164
icc_maximum_aligned,3920,3.161332,3.160958
icc_maximum_aligned,4272,4.130545,4.130098
icc_maximum_aligned,3919,3.161832,3.161447
icc_maximum_aligned,4273,4.110817,4.110286
icc_maximum_aligned,3918,3.784699,3.783974
icc_maximum_aligned,4274,4.111143,4.110608
icc_maximum_aligned,3917,3.163640,3.163293
icc_maximum_aligned,4275,5.086190,5.085599
icc_maximum_aligned,3916,3.162665,3.162336
icc_maximum_aligned,4276,4.107878,4.106541
icc_maximum_aligned,3915,3.155744,3.155349
icc_maximum_aligned,4277,4.112590,4.112148
icc_maximum_aligned,3914,3.162072,3.161689
icc_maximum_aligned,4278,4.100611,4.097458
icc_maximum_aligned,3913,3.160919,3.160499
icc_maximum_aligned,4279,4.108114,4.107619
icc_maximum_aligned,3912,3.121632,3.121230
icc_maximum_aligned,4280,4.115440,4.114965
icc_maximum_aligned,3911,3.116600,3.114363
icc_maximum_aligned,4281,4.119258,4.118668
icc_maximum_aligned,3910,3.121368,3.120906
icc_maximum_aligned,4282,4.124376,4.123857
icc_maximum_aligned,3909,3.123218,3.122854
icc_maximum_aligned,4283,4.121891,4.121507
icc_maximum_aligned,3908,3.121338,3.120984
icc_maximum_aligned,4284,4.122290,4.121824
icc_maximum_aligned,3907,3.119409,3.119063
icc_maximum_aligned,4285,4.127901,4.127462
icc_maximum_aligned,3906,3.124170,3.123828
icc_maximum_aligned,4286,4.121324,4.120903
icc_maximum_aligned,3905,3.124599,3.124338
icc_maximum_aligned,4287,4.989252,4.988839
icc_maximum_aligned,3904,3.172185,3.171829
icc_maximum_aligned,4288,4.127539,4.127168
icc_maximum_aligned,3903,3.168013,3.167720
icc_maximum_aligned,4289,4.142266,4.141907
icc_maximum_aligned,3902,3.173320,3.172993
icc_maximum_aligned,4290,4.251137,4.250509
icc_maximum_aligned,3901,3.816863,3.816562
icc_maximum_aligned,4291,4.135525,4.135201
icc_maximum_aligned,3900,3.169856,3.169583
icc_maximum_aligned,4292,4.137843,4.137452
icc_maximum_aligned,3899,3.167900,3.167186
icc_maximum_aligned,4293,4.141199,4.140868
icc_maximum_aligned,3898,3.813615,3.813292
icc_maximum_aligned,4294,5.001771,5.001423
icc_maximum_aligned,3897,3.167625,3.167341
icc_maximum_aligned,4295,4.761792,4.760983
icc_maximum_aligned,3896,3.719206,3.718935
icc_maximum_aligned,4296,4.142601,4.142158
blas_like,4096,2.536850,2.536559
blas_like,4095,2.533015,2.532728
blas_like,4097,2.538858,2.536464
blas_like,4094,2.521229,2.520861
blas_like,4098,2.525865,2.525539
blas_like,4093,2.520066,2.519720
blas_like,4099,2.550281,2.549839
blas_like,4092,2.478086,2.477734
blas_like,4100,2.510245,2.509946
blas_like,4091,2.491238,2.490901
blas_like,4101,2.496227,2.496012
blas_like,4090,2.520416,2.520160
blas_like,4102,2.544124,2.542437
blas_like,4089,2.560917,2.560508
blas_like,4103,2.486051,2.485540
blas_like,4088,2.461368,2.460662
blas_like,4104,2.544496,2.544184
blas_like,4087,2.455532,2.455270
blas_like,4105,2.523097,2.522821
blas_like,4086,2.515716,2.515394
blas_like,4106,2.551794,2.551534
blas_like,4085,2.472180,2.471965
blas_like,4107,2.510309,2.509936
blas_like,4084,2.476981,2.476729
blas_like,4108,2.523570,2.522647
blas_like,4083,2.475499,2.475207
blas_like,4109,2.544591,2.543593
blas_like,4082,2.481200,2.480807
blas_like,4110,2.553755,2.553392
blas_like,4081,2.490664,2.490234
blas_like,4111,2.508236,2.507906
blas_like,4080,2.449108,2.448849
blas_like,4112,2.574028,2.573654
blas_like,4079,2.479388,2.479033
blas_like,4113,2.533531,2.533215
blas_like,4078,2.560752,2.560492
blas_like,4114,2.544795,2.544543
blas_like,4077,2.492686,2.492393
blas_like,4115,2.528795,2.527774
blas_like,4076,2.493353,2.493064
blas_like,4116,2.548614,2.546909
blas_like,4075,2.498803,2.498406
blas_like,4117,2.576792,2.576318
blas_like,4074,2.503422,2.502745
blas_like,4118,2.586255,2.585907
blas_like,4073,2.486684,2.486406
blas_like,4119,2.521249,2.520974
blas_like,4072,2.433729,2.433465
blas_like,4120,2.539284,2.538605
blas_like,4071,2.436679,2.436402
blas_like,4121,2.578824,2.578481
blas_like,4070,2.443768,2.443458
blas_like,4122,2.534705,2.534407
blas_like,4069,2.418403,2.417390
blas_like,4123,2.580806,2.578866
blas_like,4068,2.486044,2.485723
blas_like,4124,2.560243,2.559793
blas_like,4067,2.438958,2.438519
blas_like,4125,2.527304,2.526200
blas_like,4066,2.419381,2.419112
blas_like,4126,2.598272,2.597945
blas_like,4065,2.434612,2.434390
blas_like,4127,2.535393,2.534709
blas_like,4064,2.456619,2.456339
blas_like,4128,2.548319,2.547981
blas_like,4063,2.445985,2.445743
blas_like,4129,2.549588,2.549263
blas_like,4062,2.450771,2.450539
blas_like,4130,2.619158,2.618776
blas_like,4061,2.469623,2.469285
blas_like,4131,2.539465,2.539190
blas_like,4060,2.443592,2.443336
blas_like,4132,2.541482,2.541164
blas_like,4059,2.432704,2.432254
blas_like,4133,2.547665,2.547149
blas_like,4058,2.439999,2.439820
blas_like,4134,2.601985,2.601745
blas_like,4057,2.438977,2.438732
blas_like,4135,2.750349,2.749858
blas_like,4056,2.434639,2.434155
blas_like,4136,2.605090,2.604911
blas_like,4055,2.396441,2.395964
blas_like,4137,2.577494,2.576941
blas_like,4054,2.469443,2.469214
blas_like,4138,2.636681,2.636280
blas_like,4053,2.406894,2.406695
blas_like,4139,2.550764,2.550523
blas_like,4052,2.430926,2.430475
blas_like,4140,2.598973,2.598691
blas_like,4051,2.399669,2.399076
blas_like,4141,2.562622,2.562369
blas_like,4050,2.396593,2.396388
blas_like,4142,2.588272,2.587965
blas_like,4049,2.409478,2.409244
blas_like,4143,2.576211,2.575907
blas_like,4048,2.389688,2.389519
blas_like,4144,2.596192,2.595993
blas_like,4047,2.390931,2.390690
blas_like,4145,2.569804,2.569571
blas_like,4046,2.436189,2.435980
blas_like,4146,2.582535,2.582271
blas_like,4045,2.414232,2.414007
blas_like,4147,2.578030,2.577765
blas_like,4044,2.419494,2.419306
blas_like,4148,2.573773,2.573244
blas_like,4043,2.396685,2.396050
blas_like,4149,2.584044,2.583792
blas_like,4042,2.391724,2.391210
blas_like,4150,2.563298,2.562811
blas_like,4041,2.433747,2.433535
blas_like,4151,2.589010,2.588305
blas_like,4040,2.365405,2.365018
blas_like,4152,2.571694,2.571097
blas_like,4039,2.368363,2.367573
blas_like,4153,2.585172,2.584934
blas_like,4038,2.496937,2.496003
blas_like,4154,2.602319,2.601045
blas_like,4037,2.354342,2.353634
blas_like,4155,2.617341,2.617077
blas_like,4036,2.381214,2.380736
blas_like,4156,2.609354,2.609106
blas_like,4035,2.368327,2.368067
blas_like,4157,2.607866,2.607595
blas_like,4034,2.363105,2.362786
blas_like,4158,2.620809,2.620603
blas_like,4033,2.347049,2.345688
blas_like,4159,2.616613,2.616408
blas_like,4032,2.369687,2.369474
blas_like,4160,2.609737,2.609510
blas_like,4031,2.377849,2.377627
blas_like,4161,2.615878,2.615589
blas_like,4030,2.368738,2.368536
blas_like,4162,2.668672,2.668374
blas_like,4029,2.382517,2.382299
blas_like,4163,2.612842,2.612416
blas_like,4028,2.386947,2.385468
blas_like,4164,2.633474,2.633208
blas_like,4027,2.378726,2.378437
blas_like,4165,2.635176,2.634871
blas_like,4026,2.405030,2.404793
blas_like,4166,2.658797,2.658419
blas_like,4025,2.377032,2.376751
blas_like,4167,2.644497,2.644253
blas_like,4024,2.336179,2.335927
blas_like,4168,2.601811,2.601601
blas_like,4023,2.374794,2.374467
blas_like,4169,2.684469,2.684006
blas_like,4022,2.404014,2.403738
blas_like,4170,2.671779,2.671465
blas_like,4021,2.346273,2.345978
blas_like,4171,2.633743,2.633499
blas_like,4020,2.339149,2.338882
blas_like,4172,2.665533,2.665208
blas_like,4019,2.387503,2.387131
blas_like,4173,2.670686,2.670303
blas_like,4018,2.374568,2.374261
blas_like,4174,2.621730,2.621350
blas_like,4017,2.368722,2.367555
blas_like,4175,2.765750,2.765393
blas_like,4016,2.363859,2.363608
blas_like,4176,2.635485,2.635188
blas_like,4015,2.375295,2.375045
blas_like,4177,2.673519,2.673050
blas_like,4014,2.364427,2.364166
blas_like,4178,2.680662,2.679572
blas_like,4013,2.389762,2.389479
blas_like,4179,2.664392,2.664073
blas_like,4012,2.327924,2.327682
blas_like,4180,2.672968,2.672637
blas_like,4011,2.371825,2.371564
blas_like,4181,2.660436,2.660089
blas_like,4010,2.364351,2.364030
blas_like,4182,2.656389,2.656138
blas_like,4009,2.370324,2.370053
blas_like,4183,2.648683,2.647800
blas_like,4008,2.336422,2.336241
blas_like,4184,2.693142,2.692797
blas_like,4007,2.331149,2.330837
blas_like,4185,2.683744,2.683356
blas_like,4006,2.339777,2.339575
blas_like,4186,2.663842,2.663546
blas_like,4005,2.342061,2.341727
blas_like,4187,2.663097,2.662413
blas_like,4004,2.332497,2.332183
blas_like,4188,2.720312,2.719930
blas_like,4003,2.374712,2.374365
blas_like,4189,2.689200,2.688871
blas_like,4002,2.319393,2.319082
blas_like,4190,2.685121,2.684534
blas_like,4001,2.324865,2.324633
blas_like,4191,2.682013,2.681624
blas_like,4000,2.364098,2.363890
blas_like,4192,2.688552,2.688287
blas_like,3999,2.334112,2.333879
blas_like,4193,2.659598,2.659378
blas_like,3998,2.319789,2.318768
blas_like,4194,2.733395,2.733124
blas_like,3997,2.289567,2.288625
blas_like,4195,2.700988,2.700367
blas_like,3996,2.363306,2.363095
blas_like,4196,2.651073,2.650774
blas_like,3995,2.326257,2.326028
blas_like,4197,2.666544,2.665984
blas_like,3994,2.337241,2.336782
blas_like,4198,2.663294,2.662971
blas_like,3993,2.320098,2.319933
blas_like,4199,2.673486,2.673231
blas_like,3992,2.301503,2.301268
blas_like,4200,2.670845,2.670637
blas_like,3991,2.281804,2.281544
blas_like,4201,2.749236,2.748960
blas_like,3990,2.296435,2.296198
blas_like,4202,2.718167,2.717842
blas_like,3989,2.333309,2.333035
blas_like,4203,2.724402,2.723970
blas_like,3988,2.308896,2.308648
blas_like,4204,2.720754,2.720398
blas_like,3987,2.288200,2.287908
blas_like,4205,2.762610,2.762371
blas_like,3986,2.299629,2.299418
blas_like,4206,2.736962,2.736612
blas_like,3985,2.341773,2.341515
blas_like,4207,2.694144,2.693848
blas_like,3984,2.301649,2.301386
blas_like,4208,2.740239,2.739926
blas_like,3983,2.316962,2.316289
blas_like,4209,2.756225,2.755811
blas_like,3982,2.283690,2.283415
blas_like,4210,2.750094,2.749755
blas_like,3981,2.336131,2.335833
blas_like,4211,2.722028,2.721749
blas_like,3980,2.312634,2.312367
blas_like,4212,2.707773,2.707455
blas_like,3979,2.311438,2.311180
blas_like,4213,2.733659,2.733310
blas_like,3978,2.335478,2.335210
blas_like,4214,2.727171,2.726842
blas_like,3977,2.352990,2.352692
blas_like,4215,2.739226,2.738946
blas_like,3976,2.281753,2.281486
